buddhaH|43?
vanakhaNDaH. vanaSaNDaH|249
vaMzaveNuH|249
piNDaveNuH|249
vetram|249
nyagrodhaH|249
ikSuvanam|249
zAlivanam|249
vetasaH|249
naDavanam|249
sAlavRkSaH|249?
nAgavRkSaH|249
vRkSaH|249
campaH|249
jAtiH|249
pANDupalAzaH|249
zIrNapalAzaH|249
kaNTakaH|249
tAlaH|249
latAvallI|249
karIraH|249
mantranAyavanirgatAni|249
tantram|250
uttaratantram|250
mantram|250
vidyA|250
dhAraNI|250
maNDalam|250
zAntikam|250
pauSTikam|250
AbhicArikam|250
vazIkaraNam|250
homaH|250
upacAraH|250
vidhiH|250
vidhAnam|250
kalpaH|250
jApaH|250
homopakaraNam|250
hotA|250
Ahutidravyam|250
havanam|250
juhuyAt|250
abhiSekaH|250
abhiSiktaH|250
AvAhanam|251
AkarSaNam|250
visarjanam|251
bandhanam|251
uccATanam|251
garvaH|251
adhiSThAnam|251
mantracaryA|251
AlIDham|251
pratyAlIDham|251
prasenam|251
siddhiH|251
mantrI|251
vidyAdharaH|251
sAdhyam|251
sAdhakaH|251
uttarasAdhakaH|251
mAmakI|251
mUrdhaTakaH|251
ekajaTI|251
buddhalocanA|251
pANDaravAsinI|251
tArA|251
vajrabhRkuTI|251
AryabhRkuTI|251
vajrAmbujA|252
vajrAGkuzI|252
ojaHpratyAhAriNI|252
hAsavatI|252
ratnolkA|252
AdhAraNI|252
samantabhadrA|252
ratirAgA|252
vajradhAtvIzvarI|252
sarvacakrA|252
ratnottamA|252
sahasrAvartA|252
sAdhumatI|252
siddhottamA|252
dhAraNImudrA|252
vajrasattvajJAnamudrA|252
mahAtuSTijJAnamudrA|252
mahAprabhAmaNDalavyUhajJAna mudrA|252
sarvadharmasamatAjJAnamudrA|252
sarvatathAgatAnurA gaNAjJAnamudrA|252
mahAprItivegasambhavajJAnamudrA|252
sarvatathAgatAzAparipUraNajJAnamudrA|253
sarvatathAgatasamAjAdhiSTAna jJAnamudrA|253
sarvatathAgatavajrAbhiSekajJAnamudrA|253
sarvatathAgataprajJAjJAnamudrA|253
sarvatathAgatadharmavAgniSprapaJcajJAnamudrA|253
mahAcakrapravezajJAnamudrA|253
sarvatathAgatavizvakarmajJAnamudrA|253
duryodhanavIryajJAnamudrA|253
sarvamAramaNDalavidhvaMsanajJAnamudrA|253
sarvatathAgatabandhanajJAnamudrA|253
sarvatathAgatasuratasukhA|253
sarvatathAgatAkarSaNI|253
sarvatathAgatAnurAgaNI|253
sarvatathAgatasaMtoSaNI|253
mahAdhipatiH|253
mahAdyotA|254
mahAratnavarSA|254
mahAprItiharSA|254
mahAjJAnagItA|254
mahAghoSAnugA|254
gandhavatI|254
mahAbodhyaGgavatI|254
cakSuSmatI|254
sattvavatI|254
sumbhaH|254
nisumbhaH|254
amRtakuNDalI|254
jambhalaH|254
ucchuSmaH|254
AryayamAntakaH|254
zaMkaraH|254
pinAkI|254
vaivasvatI|254
guhyakAdhipatiH|254
mahAyakSasenApatiH|254
yajJopavItam|254
kuzapavitradhArakaH|254
tripuNDrakacihnitam|254
zRGgATakacihnitam|254
jaTAvalambitam|255
samidhaH|255
indhanam|255
agnikuNDaH|255
pUrNAhutiH|255
sruvakam|255
pAtrI|255
codanam|255
vidarbhaNam|255
arghaH|255?
naivedyam|255
baliH|255
upaspRzyaH|255
Acamanam|255
prokSaNam|255
vedikA|255
upAMzuH|255
niryUhaH|255
pradakSiNapaTTikA|255
abhyantarapaTTikA|255
bahiSpaTTikA|255
ApyAyanam|255
pratyAyanam|255
pAlI|255
stambhanam|256
jambhanam|256
mohanam|256
ohanam|256
kRtyA|256
karma|256
kiraNaH|256
kAkhordaH|256
vetAlaH|256
cicchaH|256
preSakaH|256
duzcharditam|256
durbhuktam|256
durlaGghitam|256
durlikhitam|256
duHprekSitam|256
duzchAyaH|256
vikarAlavikRtadaMSTraH|256
vikRtavadanaH|256
kIlaH|256
utpAtanimittAni|256
nirghAtaH|257
ulkApAtaH|257
indracApam|257
sUryaparivezaH|257
zakunam|257
jyotiSam|257
svapnAdhyAyaH|257
zakunarutam|257
vyAtipAtaH|257
utpAtaH|257
ariSTam|257
lagnaH|257
yogaH|257
daNDabhAsaH|257
pramANatarkanirgatArthAH|257
tatpratyakSopalabdhilakSaNam|257
tadAzritya pratyakSopalabdhilakSaNam|257
svajAtIyadRSTAntopasaMhAralakSaNam|257
pariniSpannalakSaNam|257
suvizuddhAgamopadezalakSaNam|257
tadanyasArUpyopalabdhilakSaNam|257?
tadanyavairUpyopalabdhilakSaNam|258
sarvasArUpyopalabdhilakSaNam|258
sarvavairUpyopalabdhilakSaNam|258
anyajAtIyadRSTAntopasaMhAralakSaNam|258
apariniSpannalakSaNam|258
avizuddhAgamopadezalakSaNam|258
tarkaH|258
tArkikaH|258
pratyakSam|258
anumAnam|258
AgamaH|258
upapattiH|258
hetuH|258
anvayaH|258
vyatirekaH|258
asiddhaH|258
viruddhaH|258
anaikAntikaH|258
dRSTAntaH|258
sAdharmyavataH|259
vaidharmyavataH|259
hetvAbhAsaH|259
dRSTAntAbhAsaH|259
sAdhanam|259
sAdhyaH|259
dUSaNam|259
svapakSaH|259
parapakSaH|259
vAdI|259
prativAdI|259
trirUpaliGgam|259
svalakSaNam|259
sAmANyam|259
pUrvapakSaH|259
uttarapakSaH|259
codyam|259
parihAraH|259
samAdhAnam|259
anumeye sattvam|259
sapakSe sattvam|259
asapakSe cAsattvam|259
sambhavatpramANam|259
AdheyAtizayaH|259
anAdheyAtizayaH|260
nigamanam|260
upanayaH|260
upasaMhAraH|260
svabhAvahetuH|260
kAryahetuH|260
jJApakahetuH|260
anupalabdhi|260
vyaJjakahetuH|260
kArakahetuH|260
pratijJA|260
arthasAmAnyam|260
abhilApyasAmAnyam|260
kalpanApoDhalakSaNam|260
abhrAntalakSaNam|260
samyagjJAnam|260
mithyAjJAnam|260
savikalpakam|260
nirvikalpakam|260
sAkAram|260
nirAkAram|260
anyAkAram|260
sattA|260
vAcyam|260
vAcakaH|260
avinAbhAvasaMbandhaH|261
svataH pramANam|261
parataH pramANam|261
tAdAtmyalakSaNasambandhaH|261
tadutpattilakSaNasambandhaH|261
dviSTho hi sambandhaH|261
pipIlikotsaraNam|261
matsyavikAraH|261
mahAnasam|261
nIhAraH|261
vASpaH|261
tuSAraH|261
sahakAripratyayaH|261
prayatnAntarIyakaH|261
anyatarAsiddhaH|261
svato ऽsiddhaH|261
parato ऽsiddhaH|261
ubhayAsiddhaH|261
azrayAsiddhaH|261
svayaMvAdyasiddhaH|261
prativAdyasiddhaH|261
upAdAnakAraNam|262
sajAtIyaH|262
vijAtIyaH|262
zabdabrahmA|262
vyAvRttiH|262
apohaH|262
anyApohaH zabdArthaH|262
saMketaH|262
prasajya pratiSedhaH|262
paryudAsapratiSedhaH|262
alaukikArthotpattiH|262
svapnAntikarUpam|262
viprakarSaH|262
svasaMvedanam|262
pakSadharmatvaM|262
kramayaugapadyam|262
mAtuluGgam|262
kadalI|262
skandhaH|262
asamaJjasaH|262
citrapataGgaH|262
prasaGgaH|262
zAlUkaH|262
SoDazapadArthAH|263
pramANam|263
prameyam|263
saMzayaH|263
prayojanam|263
dRSTAntaH|263
sidhAntaH|263
avayavaH|263
tarkaH|263
nirNayaH|263
vAdaH|263
jalpaH|263
vitaNDA|263
hetvAbhAsaH|263
chalaH|263
jAtiH|263
jAtyuttaraH|263
nigrahasthAnam|263
indriyArthasaMnikarSotpannajJAnam pratyakSam|263
avyapadezyam|263
avyabhicArin|263
vyavasAyAtmakam|263
caitanyam|264
pradhAnam|264
sattvam|264
rajaH|264
tamaH|264
mahAn|264
ahaMkAraH|264
paJcabuddhIndriyANi|264
paJcatanmAtrANi|264
aNimA|264
laghimA|264
mahimA|264
Izitvam|264
vazitvam|264
prAptiH|264
prAkAmyam|264
yatrakAmAvasAyitvam|264
abhivyaktiH|264
AvirbhAvaH|264
tirobhAvaH|264
pariNAmaH|264
layaH|264
vAk|265
pANiH|265
pAdaH|265
pAyuH|265
upastham|265
saMnikRSTaH|265
viprakRSTaH|265
vItaH|265
AvItaH|265
sahacarasambandhaH|265
ghAtyaghAtakasambandhaH|265
svasvAmilakSaNasambandhaH|265
AdhArAdheyalakSaNasambandhaH|265
kAryakAraNalakSaNasambandhaH|265
avayavAvayavilakSaNasambandhaH|265
satsaMprayoge puruSasyendriyANAMbuddhijanmapratyakSam|265
arthAlocanajJAnam|265
prAgabhAvaH|265
pradhvaMsAbhAvaH|266
itaretarAbhAvaH|266
atyantAbhAvaH|266
zAbdaM|266
upamAnam|266
arthApattiH|266
abhAvaH|266
smRtiH|266
zrutiH|266
apauruSeyaH|266
durbhaNatvam|266
dravyam|266
guNaH|266
karma|266
vizeSaH|266
sAmAnyam|266
sAmavAyaH|266
parimANam|266
saMkhyA|266
saMyogaH|266
vibhAgaH|266
pRthaktvam|266
paratvam|267
aparatvam|267
icchA|267
dravatvam|267
snehaH|267
adharmaH|267
saMskAraH|267
prayatnaH|267
utkSepaNam|267
avakSepaNam|267
AkuJcanam|267
prasAraNam|267
gamanam|267
dvIndriyagrAhyam|267
pArthivaparamANuH|267
mahAsattA|267
avAntarasAmAnyam|267
mahAsAmAnyam|267
satkAryam|267
asatkAryam|267
AtmendriyArthAd yad utpannam jJAnaM pratyakSam|267
lambAmbudadarzanAd|267
nadIpUradarzanAduparivRSTyanumAnam|267
meghonnatidarzanAt|267?
aitihyam|268
prAtibham|268
AtmagrAhaH|268
ekatvagrAhaH|268?
kartRtvagrAhaH|268
piNDagrAhaH|268
dRSTipraskannaH|268
dRSTigahanam|268
dRSTikAntAram|268
viSamadRSTiH|268
kudRSTiH|268
dRSTisaMkaTaH|268
dRSTikRtam|268
dRSTigatam|268
caturdazAvyAkRtamUlAni|268
zAzvato lokaH|268
azAzvato lokaH|269
zAzvatazcAzAzvatazca|269
antavAn lokaH|269
naiva zAzvato nAzAzvatazca|269
anantavAn lokaH|269
antavAMzcAnantavAMzca|269
naivAntavAn nAnantavAn|269
bhavati tathAgataH paraM maraNAt|269?
na bhavati tathAgataH paraM maraNAt|269
bhavati ca na bhavati ca tathAgataH paraM maraNAt|269?
naiva bhavati na na bhavatitathAgataH paraM maraNAt|269
sa jIvas tac charIram|269
anyo jIvo ऽnyaccharIram|269
tIrthakAtmaparyAyAH|269
AtmA|269
sattvaH|269
jIvaH|269
jantuH|269
poSaH|269
puruSaH|270
pudgalaH|270
manujaH|270
mAnavaH|270
kArakaH|270
kArApakaH|270
vedakaH|270
jAnakaH|270
pazyakaH|270
utthApakaH|270
samutthApakaH|270?
viMzatizikharasamudgataH satkAyadRSTizailaH|270
rUpam AtmA svAmivat|270
rUpavAn AtmA alaGkAravat|270
AtmIyaM rUpaM bhRtyavat|270
rUpe AtmA bhAjanavat|270
vedanAtmA|270
vedanAvAn AtmA|270
AtmIyA vedanA|270
vedanAyAm AtmA|270
saMjJAtmA|271
saMjJAvAn AtmA|271
AtmIyA samjJA|271
saMjJAyAm AtmA|271
saMskArA AtmA|271
saMskAravAn AtmA|271
AtmIyAH samskArAH|271
saMskAreSvAtmA|271
vijJAnam AtmA|271
vijJAnavAn AtmA|271
AtmIyaM vijJAnam|271
vijJAne AtmA|271
sUtram|271
dhAtuH|271
nipAtaH|271
anvAkhyAnam|271?
upasargaH|271
vAkyopanyAsaH|271
upasaMkhyAnam|271
samAsaH|271?
samastaH|271
karma|271
bhAvaH|272
saMskRtam|272
prAkRtam|272
apabhraMzaH|272
paizAcikaH|272
kriyApadam|272
anavasthAprasaGgaH|272
atiprasaGgaH|272
prasaGgaH prasajyate|272
vigrahaH|272
dvandvaH|272
dviguH|272
tatpuruSaH|272?
bahuvrIhiH|272
avyayIbhAvaH|272
karmadhArayaH|272
samAnAdhikaraNaH|272
kArakaH|272
prathamapuruSaH|272
madhyamapuruSaH|272
uttamapuruSaH|272
durgatayaH|273
durgatiH|273
apAyaH|273
vinipAtaH|274
narakaH|274
yamalokaH|274
pretaviSayaH|274
tiryagyonigataH|274
pretaH|274
kumbhANDaH|274
pizAcaH|274
bhUtaH|274
pUtanaH|274
kaTapUtanaH|274
unmadaH|274
skandaH|274
apasmAraH|274
chAyA|274
rAkSasaH|274
revatIgrahaH|274
zakunigrahaH|274
brahmarAkSasaH|274
siMhAjAneyaH|274
airAvaNahastI|275
hastyAjAneyaH|275
kanthakaH|275
azvAjAneyaH|275
balAhakAzvarAjA|275
zvApadaH|275
siMhaH|275
zArdUlaH|275
vyAghraH|275
dvIpI|275?
RkSaH|275
bhallukaH|275
tarakSuH|275
vRkaH|275
sRgAlaH. zRgAlaH|275
bheruNDakaH|275
lomAzI|275
kroSTakaH|275
sRgAlaH|275
viDAlaH|275
mArjaraH|275
nakulaH|275
mRgaH|275
gaNDaH|275
varAhaH|276
AraNyavarAhaH|276
hariNaH|276
gaurakharaH|276
ghotakamRgaH|276
zarabhaH|276
zazaH|276
pazuH|276
hastI|276
kuJjaraH|276
kariNI|276
kareNuH|276
azvaH|276
turaMgaH|276
hayaH|276
vaDavA|276
uSTraH|276
camaraH|276
gauH|276
balIvardaH|276
mahiSaH|276
vegasaraH|276
azvatarI|276
gardabhaH|276
karabhaH|276
kizoraH|277
kalabhaH|277
gajapotaH|277
sUkaraH|277
eDakaH|277
urabhraH|277
chagalaH|277
ajaH|277
prANakaH|277
vAnaraH|277
markaTaH|277
kapiH|277?
mUSa|277
zizumAraH|277
makaraH|277
grAhaH|277
kumbhIraH|277
nakraH|277
kUrmaH|277
udraH|277
matsyaH|277
sarpaH|277
vyADaH|277
uragaH|277
pannagaH|278
vRzcikaH|278
kRkalAsaH|278
kRmiH|278
mazakaH|278
sarIsRpaH|278
daMzaH|278
kozakArakITaH|278
kuntaH|278
pipIlikA|278
bhramaraH|278
maNDUkaH|278
jalUkaH|278
khadyotakaH|278
pataGgaH|278
[a]|278
[b]utpAtaH|278?
[c]|278
trailATA|278
tryambukaH|278
dhvAGkSaH|278
kokaH|278
yUkA|278
likSA|278
indragopaH|279
kalaviGkaH|279?
pakSI|279
vihagaH|279
caTakaH|279
suparNiH|279
mayUraH|279
varhI|279
zikhI|279?
jIvaMjIvakaH|279
gRdhraH|279?
zASaH|279
zukaH|279
kuNAlaH|279
rAjahaMSaH|279
dhArtarASTraH|279
haMsaH|279
krauJcaH|279
cakravAkaH|279
sArasaH|279
zArikaH|279
kokilaH|279
vakaH|279
valAkaH|279
tittiriH|279
kapiJjalaH. kapiJcalaH|280
krakaraH|280
kaTkAraH. kadgaraH|280
cakoraH|280
ulUkaH|280
droNakAkaH|280
kAkaH|280
vAyasaH|280
kapotaH|280
padekaH|280
parApataH , pArArataH|280
zyenaH|280
kukkuTaH|280
cillaH|280
cAtakaH|280
pakSaguptaH|280
prANakajAtaH|280
kukkuraH|280
zvAnaH|280
khaJjAhvaH|280
kAraNDavaH|280
titIlaH|280
carmacaTakaH|280
cIrI|281
siliH|281?
prANibhUtaH|281
dvIpikaH|281
saMjIvaH|281
kAlasUtraH|281
saMghAtaH|281
rauravaH|281
mahArauravaH|281
tApanaH|281
mahAtApanaH|281
avIciH|281
arbudaH|281
nirarbudaH|281
aTaTaH|281
hahavaH|281
huhuvaH|281
utpalaH|281
padmaH|281
mahApadmaH|281
kukUlam. kukkulam|282
kuNapam|282
ksuradhAraH|282
asidhAraH|282
ayaHzalmalIvanam|282
asipattravanam|282
ayoguDaH|282
pratyekanarakaH|282
saMcchidyate|282
bhindanti|282
vizIryate|282
nyaGkuTA nAma prANI|282
ayastuNDanAmAno|282
mastakaM nirlikhanti|282
ArtasvaraM krandanti|282
dhAvati|282
aSTAdazavidyA sthAnAni|282
gandharvaH|282
vaizikam|282
vArttA|282
sAMkhyA|282
zabdaH|283
cikitsitam|283
nItiH|283
zilpaH|283?
dhanurvedaH|283
hetuH|283
yogaH|283
zrutiH|283
smRtiH|283
jyotiSam|283
gaNitam|283
mAyA|283
purANam|283
itihAsakam|283
kalA|283
lipiH|283
mudrA|283
saMkhyA|283
gaNanA|283
muSTibandhaH|283
zikhAbandhaH|283
pAdabandhaH|283
aGkuzagrahaH|284
tsarau|284
pAzagrahaH|284
tomaragrahaH|284
iSvastrAcAryaH|284
niryANam|284
apayAnam|284
chedyam|284
bhedyam|284
vedhyam|284
dUravedhaH|284
zabdavedhaH|284
marmavedhaH|284
akSuNNavedhaH|284
dRDhaprahAritA|284
paJcasu sthAneSu kRtAvI saMvRttaH|284
laGghitam|284
sAlambhaH|284
jAvitam|284
plavitam|284
taraNam|284
hastigrIvA|284
azvapRSThaH|284
rathaH|285
dhanuSkalApakaH|285
bAhuvyAyAmaH|285
nartakaH|285
naTaH|285
bherI|285
mRdaGgaH|285
dundubhiH|285
murajA|285
paNavaH|285
tuNavaH|285
jharjharI|285
jhallarI|285
zamyA|285
vallarI|285
mukundaH|285
tUryam|285
saMgItiH|285
tADAvacaraH|285
vAdyam|285
vINA|285
vaMzaH|286
madhyamaH|286
RSabhaH|286
gandhAraH|286
SaDjaH|286
paJcamaH|286
dhaivatah|286
niSAdaH|286
zRGgAraH|286
vIraH|286
bIbhatsaH|286
raudraH|286
hAsyam|286
bhayAnakaH|286
kAruNyam|286
abdhUtaH|286
zAntam|286
tANDavaH|286
brAhmaNavihArakarmANi|286
RgvedaH|287
yajurvedaH|287
sAmavedaH|287
atharvavedaH|287
nighaNTuH|287
kaiTabhaH|287
AyurvedaH|287
vAstuvidyA|287
aGgamaNividyA|287
piplvadhyAya|287
vAyasavidyA|287
zakuNavidyA|287
jyotirvidyA|287
samudralakSaNam|287
azvamedhayajJaH|287
puruSamedhayajJaH|287
yajJam|287
iSTiH|287?
yajanam|287
yAjanam|287
adhyahanam|287
adhyApanam|287
dAnam|288
pratigrahaH|288
anekam|288
vargaH|288
nicayaH|288
sainyam|288
senA|288?
pUgaH|288
gaNaH|288
saMghaH|288
vRndaH|288
bhUyiSThaH|288
saMkhyAm api|288
kalAm api|288
gaNanAm api|288
upamAm api|288
upaniSadam api|288
nopaiti|288
na kSamate|288
lakSyam|288
sainikakathA|288
kANDam UrdhvamukhaM kSiptam|288
svargopagaH|289
gacchati|289
Agacchati|289
Agamanirgamau|289
pratikramati|289
abhikramati|289
apratyudAvartanIyaH|289
apakramitavyam|289
saMnikRSTaH|289
viprakRSTaH|289
saMcarati|289
upasarpati|289
anuyAtrikAH|289
pratyudAvRttaH|289
pArAyaNam|289
bhrAmayanti|289
AsannIbhUtaH|289
apratinirvartI|289
uparataH|289
nAtidUram|289
nAtyAsannam|289
paribhramati|289
pratyAgamanam|289
anvAhiNDya|289
prayANam|290
anveti|290
saMkocaH|290
prasAraH|290
utkSepaH|290
prakSepaH|290
prasthaH|290
prapAtaH|290
gartaH|290
parikhA|290?
mArgajinaH|290?
mArgadezikaH. mArgadarzikaH|290
mArgajIvI|290
mArgadUSI|290
srota ApattipratipannaH|290
srota ApannaH|290
sakRdAgAmipratipannaH|290
sakRdAgAmI|290
anAgAmipratipannakaH|290
anAgAmI|290
arhattvapratipannaH|290
arhan|290
AryasaMghaH|290
AryagaNam|290
sUtradharaH|291
vinayadharaH|291
mAtRkadharaH|291
mAdhyamikaH|291
vijJAnavAdI|291
vAhyArthavAdI|291
sautrAntikaH|291
vaibhASikaH|291
nikAyAntarIyAH|291
vaiyAkaraNaH|291
balam|291
sthAma|291
anubhAvaH|291
prabhAvaH|291
zaktiH|291
kRpA|291
dayA|291
anukampAm upAdAya|291
garbhaH|291
sAraH|291
maNDaH|291
pravaNaH|291
nimnaH|292
prAgbhAraH|292?
samavasaraNam|292
yojyaH|292
citrayogaH|292
vyavacchedaH|292
vyavasthApayati|292
bhidyamAnaH|292?
prabhAvitam|292
bhedaH|292
vicinoti|292
vibhajanam|292
vyavasthApanam|292
nikSipati|292
vistRNvanti|292
pratyAstRtam|292
chAdayAm Asa|292
pihitam|292
praticchAdayati|292
chidyate|292
bhidyate|292
dahyate|292
hanyate|292
pacyate|292
rodhaH|292
bandhaH|293
[a]saMsRSTaH|293
[b]mizrIbhUtah|293?
saMbhedaH|293?
asaMbhedaH|293
uddhAnanam|293
samuddhAnanam|293
vikSipanti|293
vikSiptacittaH|293
durdharSaH|293
akampyacittaH|293?
aGgapratyaGgAni chindeyuranavamardanIyaH|293?
jihmIkRtaH|293
asaMhAryaH|293?
na kSubhyate|293?
kavacitaH|293
varmitaH|293
[a] avivAryam|293
cApodarI|293
cArudarzanA|293
navanalinapattrasuvizuddhanayanA|293
bimboSThi|294
mAyAkRtam iva bimbam|294
bhrAjate|294
AkRtiH|294
Alekhyacitriteva darzanIyaH|294
bandhuram|294
prAsAdikaH|294
abhirUpaH|294
darzanIyaH|294
paramayA zubhavarNapuSkalatayA samanvAgataH|294
mahAbhAgaH|294
bhavyam|294
yogyam|294
dRSTiviSah|294
AzIviSaH|294
zvAsaviSaH|294
uccagghanam|294
ullApanam|294
kalahayati|294
kalikalahavigrahavivAdAH|294
doSam utpAdayati|294
cittam AghAtayati|294
pratinisrakSyati|295
abhyAkhyAnam|295
AlekhyaH|295
vilekhyaH|295?
vipratisAraH|295?
kaukRtyam|295?
zaikSAbhir nikUjitam|295
prativANi|295
pratikUlatA|295
hanyAt|295
badhnIyAt|295
pravAsayet|295
sadaNDaH|295
anusaraNam|295
zamvaraH|295
abhinirjitaH|295
dhUmAyati|295
AdIptaH|295
pradIptaH|295
saMpradIptaH|295
saMprajvalitaH|295
ekajvAlIbhUto dhyAyati|295
mazIr api na prajJAyate|295
chayikam api na prajJAyate|295
giriH|295
zailaH|295
parvataH|296
prAgbharaH|296
darI|296
zvabhram|296
kuzvabhram|296
mahAzvabhram|296
prapAtaH|296
dezaH|296
aTavI|296
kAntAram|296
pratyantaH|296
zikharam|296
sAnuH|296?
parvatakandaraH|296
droNI|296
himavAn parvataH|296
durgaH|296
unnatam|296
nimnam|296
sthalI|296
maruH|296
zailaguhA|296
girigahvaraH|296
nitambaH|296
upatyakA|296
karvaTapradezaH|297
girikuJjaH|297
utkaTo nAma droNamukham|297
pRthivIrasaH|297
pRthivIparvaTakaH|297
vanalatA|297
pRthivImaNDaH|297
pRthivIojaH|297
kSetram|297
sukSetram|297
kukSetram|297
nadImAtRkaH|297?
anUpaH|297
devamAtRkaH|297
adevamAtRkaH|297
USaraH|297
jAGgalaH|297
pratikruSTaH|297
pApabhUmiH|297
pASANam|297
zarkaraH|297
kathallaH|297
loSTaH|297
zilAtalam|297
upalam|298
medinI|298
pASI|298
akRSToptA taNDulaphalazAlIH|298
suvRSTiH|298
durvRSTiH|298
maryAdAM vyavasthApayanti|298
sAmudrikanAvaH|298
samagraH|298
vyagraH|298
valkalaH. valkalam|298
vivAhaH|298
AvAhaH|298
yautakaM|298
atithiH|298
zivArutam|298
mAtaGgaH|298
sAsnA|298
kakudam|299
khuram|299
zRGgaH|299
viSANam|299?
laGgUlam|299
panthA|299
adhvA|299
paddhatiH|299
vartanI|299?
anugaMtavyam|299
protkhAtam|299
virolitaH|299
antardhAnaM gataH|299
vartate|299
vizuddhapApaH|299
vidhUtapApaH|299?
saMkAryam|299
maraNAMzikam|299
upapattyaMzikam|299
dhanurAropaNam|299
iSukSepaH|299
utthApanam|299
cauraH|299
paripanthaM tiSThati|299
steye saMkhyAtaH|299
hataH|299
pIDayati|300
kudaNDaH|300
upAlambhAbhiprAyaH|300
avatAraprekSiNaH|300
nigrahItavyaH|300
samabhidrutaH|300
viheThanA|300
saMdhicchedakaH|300
granthimocakaH|300?
nirlopApahArakaH|300
paripanthakaH|300
haraNam|300
nirlopaM harati|300
dviSTaH|300
vidveSaH|300
svargakAmAdInAm nAmAni|300
divi|300
svargaH|300
sugatiH|300
sadgatiH|301
devalokaH|301
bhuvi|301
mAnuSyalokaH|301
abhyudayaH|301
paJcakAmaguNAH|301
badhakAH kAmAH|301
AdIptAH kAmAH|301
dhik kAmAH|301
kAmAlayaH|301
kAmaniyantrI|301
durgandhAH kAmAH|301
pUtikaH kAmAH|301
agnijvAlopamaH|301
sarpazIrSopamaH|301
zUlopamAH|301
asidhAropamaH|301
tantrajAlajAtaH|301
guDAguJjikabhUtAH|301
muJjabalbajajAtAH|301
AjavaMjavasamApannaH|301
karaNam|302
evaMrUpam|302
ataH. etasmAt kAraNAt|302
atra|302
tatra|302
iha|302
asmin|302
tathA|302
yathA|302
vA|302
ca|302
eva|302
yasmAt|302
kiM tarhi|302
tat|302
yat|302
kim|302
nanu|302
kiM ca|302
anyac ca|302
api tu|302
kim tu|302
tad yathA|302
atha|302
ime|303
amI|303
evam|303
bhUyo ऽpi|303
bhUyaH|303
tadA|303
kadA tu|303
kadA|303
katham|303
yadA tadA|303?
evaM hi|303
tato ऽpi|303
tathA hi|303
evam eva|303
sa cet|303
yadi|303?
peyAlam|303
pUrvavat|303
utAho|303
atha vA|303
Aho svit|303
nAma|303
vata|303
aho|303
hA|303
dhruvam|304
avazyam|304?
nUnam|304
api|304
saha. sa|304
sAkam|304
sArdham|304?
hanta|304
anyatra|304
tathApi|304
yad idam|304
atha vA|304
atha ca|304
kila|304
sthApayitvA|304
hitvA|304
kiMcAtaH|304
yeSAM kRtazaH|304
tatra|304
tAvat|304?
yAvat|304
api ca|304
kAcit|304
yathApi nAma|304
ke cit|304
ye ke cit|305
yaH kazcit|305
kva cana|305
ke cana|305
ayam|305
idam|305
iyam|305
kasya|305
kena cit|305
kena... yena|305
tayA|305?
anena|305
anayA|305?
kati|305
yeSAm|305
teSAm|305
yasya|305
tasya|305
asya|305
kasya cit|305
kva cit|305
kutra|305
kutaH|305
kathaM cit|305
koTTaH|306
durgaH|306?
pUrvajinAdhyuSitam|306?
vaijayantaH prAsAdaH|306?
devasabhA|306?
asurasabhA sudhanA|306?
lipizAlA|306
kUTAhAram|306
AvasathaH|306
grAmaH|306
grAmopavicAraH|306
nagaram|306
nigamaH|306
janapadaH|306
rASTram|306?
rAjadhAnI|306?
puram|306
prAsAdaH|306
vezma|306
gRham|306
AgAram|306
geham|306?
bhavanam|306?
gharam|306?
layanam|306?
harmyam|306?
harmyamzikharam|306?
aTTaH|307
aTTAlaH|307
ovidhyanakhA|307?
niryUhaH|307
vAtAyanam|307?
gavAkSam|307?
toraNam|307
koDhakaH|307
parikhA|307
pattanam|307
haTTaH|307
mAlyApaNaH|307?
paNyApaNaH|307
gRhAvAsaH|307?
maNDalamADaH|307
kozaH|307
koSThAgAram|307
bhittiH|308
prAkAraH|308
pratiprAkAraH|308
kharagRham|308
paTakuTI|308
yavanikA|308
tRNakuTI|308
kAyamAnam|308
raGgazAlA|308
mADAH|308
vATadattikA|308
vAtAgravedikA|308
daNDacchadanam|308
phalakacchadanam|308
bhUmiguhA|308
zailaguhA|308
giriguhA|308
parNakuTikA|308
kRtacaGkramaNaH|308
kutUhalazAlA|308
sabhAmaNDapaH|308
AsthAnamaNDapaH|308
maNDapaH|308
saMgItiprAsAdaH|309
nilayaH|309
upasthAnazAlA|309
dvAram|309
dvArakapATam|309
kapATapuTam|309
dvArazAkhI|309
avaSaGgaH|309
nyAsaH|309
sthUNA|309
stambhaH|309
kumbhakaH|309
kRkATakam|309
zIrSakam|309
gosArakaH|309
dharaNI|309
kUTaH|309
gopAnasI|309
argaDaH|309
indrakIlaH|309
vedikAjAlam|309
stambhakaH|309
saMkramaNakAni|309
vedikA|309
sUcakaH|310
zaGkuH|310
ArambaNakam|310
sUcikA|310
adhiSThAnam|310
sopAnam|310
vitardiH|310
ArAmaH|310
vATI|310
zAkavATikA|310
phalArAmaH|310
susiktam|310
suzodhitam|310
suzobhitam|310
caturSu koNeSu|310
simhAsanaM prajJAptam|310
ardhayojanaparisAmantakaH|310
yojanam uccam|310
samapANitalajAtaH|310
ratnamayaH saMsthito ऽbhUt|310
calatthAH|310
